Id,Location,Size,Bedrooms,Bathrooms,Year_Built,Price
17614,Bangalore,NaN,1.0,1.0,1998.0,5052487
17615,Delhi,NaN,3.0,2.0,2018.0,2836127
17616,Mumbai,900sqft,,1.0,1995.0,7169561
17617,Pune,1500sqft,3.0,3.0,2010.0,4641207
17618,Mumbai,NaN,3.0,,2012.0,5750783
17619,Gurgaon,,2.0,3.0,2008.0,4231619
17620,Mumbai,1200 sqft,2.0,,2008.0,8164130
17621,Mumbai,900sqft,2.0,2.0,2005.0,6981388
17622,Pune,900sqft,,2.0,2010.0,4251464
17623,Mumbai,NaN,3.0,1.0,2005.0,5764548
17624,Noida,1500sqft,1.0,3.0,1995.0,3047338
17625,Mumbai,,3.0,3.0,1998.0,5870237
17626,Pune,1000 sqft,1.0,3.0,2008.0,4763192
17627,Noida,1000 sqft,4.0,1.0,2018.0,3375873
17628,Gurgaon,900sqft,1.0,,2018.0,4813149
17629,Gurgaon,800 sqft,3.0,1.0,2005.0,5160769
17630,Delhi,1500sqft,3.0,1.0,,4072504
17631,Gurgaon,1800 sqft,1.0,2.0,2005.0,5477885
17632,Bangalore,,3.0,1.0,2015.0,5050765
17633,Pune,1500sqft,,,1995.0,4651046
17634,Delhi,900sqft,2.0,1.0,2015.0,3350112
17635,Gurgaon,1800 sqft,,,2005.0,5704020
17636,Mumbai,,3.0,1.0,2010.0,5865898
17637,Mumbai,NaN,,2.0,,6151365
17638,Pune,1800 sqft,2.0,1.0,2012.0,4951361
17639,Delhi,1000 sqft,2.0,1.0,1998.0,3975610
17640,Gurgaon,1500sqft,,2.0,2008.0,5147445
17641,Bangalore,NaN,3.0,2.0,1998.0,5103163
17642,Noida,1200 sqft,2.0,2.0,2000.0,3612535
17643,Pune,,1.0,1.0,2012.0,3296306
17644,Noida,1800 sqft,3.0,,2005.0,3468965
17645,Noida,1200 sqft,1.0,3.0,2012.0,3268547
17646,Mumbai,NaN,1.0,2.0,1998.0,5969828
17647,Noida,800 sqft,3.0,,,3259774
17648,Pune,,3.0,3.0,2005.0,3297519
17649,Pune,,2.0,2.0,1998.0,3591444
17650,Mumbai,NaN,1.0,2.0,2000.0,6229232
17651,Mumbai,1800 sqft,3.0,1.0,2005.0,8464281
17652,Pune,800 sqft,3.0,2.0,2010.0,4368029
17653,Bangalore,,1.0,1.0,2010.0,4949712
17654,Gurgaon,1000 sqft,1.0,2.0,1995.0,5503630
17655,Gurgaon,800 sqft,4.0,2.0,2008.0,5300016
17656,Bangalore,800 sqft,,2.0,1998.0,6426610
17657,Delhi,900sqft,4.0,1.0,2015.0,3546035
17658,Bangalore,,2.0,3.0,2008.0,4843482
17659,Gurgaon,NaN,3.0,2.0,2005.0,4032648
17660,Bangalore,1000 sqft,,2.0,2018.0,7243984
17661,Pune,NaN,3.0,2.0,2000.0,3577931
17662,Gurgaon,1000 sqft,3.0,2.0,2005.0,5849369
17663,Mumbai,900sqft,3.0,1.0,2015.0,7229179
17664,Gurgaon,900sqft,2.0,1.0,1998.0,4825370
17665,Pune,,3.0,2.0,2018.0,3490428
17666,Pune,1200 sqft,2.0,2.0,2005.0,4784604
17667,Mumbai,,4.0,2.0,2005.0,6162715
17668,Gurgaon,900sqft,1.0,1.0,2018.0,4843878
17669,Mumbai,NaN,1.0,1.0,2012.0,6060946
17670,Pune,2000 sqft,,,2018.0,5035972
17671,Noida,,,1.0,1998.0,2282591
17672,Mumbai,,2.0,2.0,,5871477
17673,Bangalore,2000 sqft,2.0,2.0,1995.0,7206265
17674,Mumbai,2000 sqft,2.0,1.0,2010.0,8307357
17675,Delhi,,4.0,2.0,2012.0,3210256
17676,Delhi,,3.0,2.0,1995.0,2820699
17677,Mumbai,,,2.0,2015.0,6014318
17678,Mumbai,1000 sqft,2.0,2.0,2005.0,8299597
17679,Delhi,1500sqft,3.0,2.0,1998.0,3998352
17680,Delhi,NaN,4.0,1.0,2010.0,3227122
17681,Mumbai,1200 sqft,2.0,2.0,1995.0,8436006
17682,Gurgaon,1500sqft,3.0,,2008.0,5179009
17683,Gurgaon,1200 sqft,1.0,2.0,2018.0,5749771
17684,Mumbai,NaN,2.0,3.0,2015.0,5958205
17685,Noida,1000 sqft,2.0,1.0,1995.0,3430596
17686,Delhi,,2.0,,2000.0,3120683
17687,Noida,1800 sqft,4.0,1.0,2005.0,3605327
17688,Pune,1800 sqft,2.0,1.0,2005.0,4670322
17689,Pune,NaN,4.0,3.0,1995.0,3600166
17690,Bangalore,,2.0,1.0,2000.0,4775724
17691,Delhi,1800 sqft,3.0,,,4035558
17692,Bangalore,1500sqft,3.0,1.0,1998.0,6608505
17693,Mumbai,NaN,1.0,3.0,1995.0,6038974
17694,Gurgaon,900sqft,,3.0,2005.0,4617987
17695,Delhi,900sqft,4.0,,2018.0,3610296
17696,Delhi,900sqft,,2.0,2008.0,3663300
17697,Pune,1500sqft,1.0,1.0,2005.0,4436408
17698,Bangalore,NaN,2.0,1.0,2005.0,5118704
17699,Gurgaon,900sqft,,,2012.0,4842859
17700,Bangalore,1500sqft,,,2010.0,6654858
17701,Noida,1000 sqft,1.0,2.0,1995.0,3494357
17702,Delhi,800 sqft,2.0,2.0,2012.0,3841666
17703,Pune,800 sqft,4.0,2.0,2000.0,4554837
17704,Mumbai,800 sqft,4.0,2.0,2018.0,7891588
17705,Noida,,1.0,1.0,2018.0,2322388
17706,Noida,1200 sqft,3.0,2.0,2012.0,3279016
17707,Bangalore,,3.0,,2005.0,4759509
17708,Gurgaon,1800 sqft,4.0,1.0,2015.0,5589173
17709,Bangalore,1500sqft,,1.0,,6682317
17710,Noida,NaN,2.0,,2015.0,2526865
17711,Bangalore,900sqft,4.0,1.0,2015.0,5762981
17712,Delhi,NaN,4.0,3.0,,2924602
17713,Bangalore,1200 sqft,,1.0,2012.0,7165684
17714,Delhi,800 sqft,3.0,2.0,1995.0,4004669
17715,Delhi,2000 sqft,1.0,,1998.0,4123490
17716,Pune,NaN,4.0,,2018.0,3733512
17717,Mumbai,1000 sqft,3.0,2.0,2000.0,8341041
17718,Bangalore,800 sqft,2.0,3.0,2000.0,6314716
17719,Gurgaon,900sqft,2.0,2.0,2000.0,4889934
17720,Mumbai,900sqft,3.0,2.0,2000.0,7232739
17721,Mumbai,1000 sqft,,1.0,1998.0,8590039
17722,Bangalore,,2.0,2.0,1995.0,4789867
17723,Mumbai,900sqft,4.0,2.0,1995.0,7316913
17724,Delhi,,3.0,1.0,2018.0,3033024
17725,Pune,,2.0,1.0,1998.0,3328128
17726,Bangalore,1500sqft,1.0,3.0,2010.0,6539874
17727,Delhi,,2.0,1.0,2005.0,2750390
17728,Pune,,3.0,2.0,,3741165
17729,Delhi,2000 sqft,4.0,2.0,2000.0,4386771
17730,Bangalore,NaN,2.0,2.0,,4955252
17731,Gurgaon,2000 sqft,,1.0,2008.0,5485070
17732,Mumbai,2000 sqft,,2.0,2015.0,8313506
17733,Mumbai,1500sqft,2.0,2.0,,7572467
17734,Delhi,NaN,2.0,3.0,1998.0,2888785
17735,Noida,,4.0,,2010.0,2572036
17736,Gurgaon,NaN,1.0,1.0,2012.0,4048961
17737,Bangalore,1000 sqft,4.0,1.0,2005.0,7202985
17738,Delhi,,3.0,2.0,2008.0,3062348
17739,Noida,NaN,4.0,2.0,2018.0,2448733
17740,Gurgaon,1000 sqft,1.0,1.0,2008.0,5685092
17741,Gurgaon,,,3.0,2005.0,4198959
17742,Noida,NaN,1.0,1.0,2005.0,2666277
17743,Gurgaon,800 sqft,2.0,2.0,2000.0,5059885
17744,Bangalore,1000 sqft,1.0,2.0,2015.0,6939347
17745,Pune,,3.0,2.0,1995.0,3577674
17746,Delhi,1800 sqft,2.0,2.0,1998.0,4161537
17747,Noida,NaN,3.0,1.0,2015.0,2481624
17748,Pune,1500sqft,,1.0,2015.0,4320771
17749,Pune,2000 sqft,3.0,3.0,2015.0,4926249
17750,Gurgaon,NaN,4.0,1.0,1998.0,4132487
17751,Bangalore,,4.0,1.0,2008.0,4825891
17752,Bangalore,1800 sqft,,,,6922033
17753,Pune,,,1.0,1998.0,3729091
17754,Noida,1000 sqft,3.0,,1998.0,3655677
17755,Noida,1200 sqft,2.0,2.0,2008.0,3575407
17756,Pune,1500sqft,2.0,1.0,2018.0,4762642
17757,Mumbai,1800 sqft,4.0,3.0,1998.0,8272099
17758,Bangalore,800 sqft,4.0,1.0,2015.0,6395328
17759,Gurgaon,,,2.0,2012.0,4169027
17760,Pune,1000 sqft,1.0,,2008.0,4842602
17761,Pune,1200 sqft,,1.0,,4748304
17762,Pune,,3.0,1.0,1998.0,3415747
17763,Noida,1800 sqft,3.0,,2018.0,3312335
17764,Noida,2000 sqft,4.0,3.0,2012.0,3628219
17765,Bangalore,1800 sqft,2.0,1.0,2010.0,6966524
17766,Pune,1500sqft,3.0,2.0,2012.0,4574636
17767,Mumbai,900sqft,3.0,1.0,2010.0,7117786
17768,Noida,1800 sqft,4.0,3.0,2012.0,3439424
17769,Delhi,1200 sqft,2.0,1.0,2012.0,4030044
17770,Bangalore,NaN,3.0,1.0,2000.0,4895954
17771,Delhi,1000 sqft,3.0,3.0,2000.0,3977354
17772,Delhi,1800 sqft,2.0,2.0,1995.0,4299380
17773,Delhi,1000 sqft,3.0,,2005.0,3991467
17774,Gurgaon,2000 sqft,2.0,,,5751194
17775,Delhi,,2.0,3.0,2012.0,3116671
17776,Pune,900sqft,3.0,,1995.0,3961490
17777,Mumbai,,2.0,2.0,2012.0,6094512
17778,Noida,1500sqft,3.0,3.0,2005.0,3435424
17779,Mumbai,900sqft,4.0,1.0,1995.0,7404369
17780,Gurgaon,,3.0,3.0,2015.0,3819311
17781,Mumbai,900sqft,2.0,3.0,1995.0,7234186
17782,Pune,1000 sqft,1.0,3.0,2008.0,4735717
17783,Bangalore,1800 sqft,2.0,2.0,1998.0,6972349
17784,Bangalore,2000 sqft,,1.0,1995.0,6820897
17785,Gurgaon,1200 sqft,2.0,1.0,1995.0,5516092
17786,Gurgaon,,1.0,3.0,2018.0,3840754
17787,Bangalore,2000 sqft,4.0,2.0,2018.0,7060424
17788,Noida,1000 sqft,4.0,2.0,2005.0,3650956
17789,Noida,1500sqft,4.0,1.0,1998.0,3153544
17790,Pune,1800 sqft,,1.0,2015.0,5112013
17791,Pune,800 sqft,2.0,,2012.0,4758448
17792,Delhi,1800 sqft,2.0,3.0,2010.0,4072220
17793,Gurgaon,800 sqft,,2.0,2012.0,5144207
17794,Pune,2000 sqft,2.0,2.0,2008.0,4769973
17795,Gurgaon,,,2.0,2018.0,4160997
17796,Delhi,1800 sqft,3.0,1.0,2005.0,3994499
17797,Pune,1200 sqft,3.0,2.0,2010.0,4659178
17798,Pune,NaN,,,2012.0,3586784
17799,Delhi,900sqft,2.0,2.0,2018.0,3373655
17800,Noida,800 sqft,2.0,2.0,2008.0,3307252
17801,Pune,2000 sqft,2.0,2.0,,5020217
17802,Pune,NaN,2.0,1.0,2015.0,3374616
17803,Delhi,,1.0,1.0,2015.0,3134368
17804,Bangalore,800 sqft,2.0,3.0,2015.0,6723799
17805,Gurgaon,800 sqft,2.0,3.0,2005.0,5202747
17806,Mumbai,1800 sqft,2.0,2.0,1995.0,8530664
17807,Mumbai,800 sqft,3.0,3.0,2005.0,7771292
17808,Gurgaon,1500sqft,3.0,,2008.0,4960068
17809,Delhi,900sqft,2.0,1.0,,3750270
17810,Mumbai,900sqft,,3.0,2000.0,6967807
17811,Mumbai,1500sqft,3.0,2.0,2010.0,8022851
17812,Delhi,800 sqft,,2.0,2012.0,3972995
17813,Bangalore,2000 sqft,2.0,,2010.0,7097440
17814,Bangalore,NaN,1.0,3.0,1998.0,5232553
17815,Mumbai,,3.0,1.0,2005.0,6014853
17816,Pune,1000 sqft,2.0,1.0,1995.0,4923726
17817,Mumbai,1200 sqft,,2.0,2000.0,8288221
17818,Mumbai,1500sqft,,1.0,2000.0,7749058
17819,Pune,NaN,3.0,1.0,2008.0,3550338
17820,Delhi,1800 sqft,,,2018.0,4395285
17821,Delhi,NaN,3.0,2.0,2000.0,2977062
17822,Noida,2000 sqft,,2.0,,3738297
17823,Noida,,3.0,2.0,2008.0,2475797
17824,Mumbai,800 sqft,2.0,1.0,2010.0,8032491
17825,Pune,800 sqft,3.0,2.0,2000.0,4749951
17826,Pune,NaN,3.0,2.0,2018.0,3261194
17827,Noida,800 sqft,3.0,,2010.0,3028152
17828,Mumbai,900sqft,3.0,1.0,1998.0,7086481
17829,Bangalore,2000 sqft,3.0,2.0,2018.0,6961951
17830,Gurgaon,900sqft,2.0,1.0,2010.0,4631225
17831,Gurgaon,2000 sqft,1.0,3.0,,5487553
17832,Bangalore,900sqft,2.0,2.0,1995.0,5981859
17833,Pune,1200 sqft,2.0,1.0,2010.0,4766479
17834,Bangalore,2000 sqft,3.0,,2000.0,6793153
17835,Pune,1200 sqft,4.0,1.0,2012.0,4727022
17836,Noida,,2.0,2.0,1995.0,2301730
17837,Mumbai,1500sqft,2.0,1.0,2010.0,7910013
17838,Pune,NaN,1.0,,2005.0,3701438
17839,Mumbai,900sqft,1.0,,1995.0,7211757
17840,Gurgaon,NaN,4.0,,2000.0,3818775
17841,Gurgaon,,3.0,2.0,,3865927
17842,Mumbai,,4.0,2.0,2015.0,5824029
17843,Delhi,1500sqft,3.0,1.0,2015.0,4026930
17844,Noida,1500sqft,,1.0,1995.0,3163615
17845,Mumbai,1000 sqft,2.0,1.0,1998.0,8333881
17846,Pune,,2.0,1.0,2010.0,3312799
17847,Gurgaon,,3.0,2.0,2005.0,3989191
17848,Mumbai,1000 sqft,3.0,1.0,2015.0,8307197
17849,Mumbai,1200 sqft,,1.0,2005.0,8300198
17850,Gurgaon,,1.0,3.0,2015.0,4239821
17851,Bangalore,1800 sqft,1.0,2.0,2015.0,7026794
17852,Gurgaon,1500sqft,,1.0,2010.0,5337562
17853,Delhi,1000 sqft,3.0,3.0,2008.0,4064356
17854,Gurgaon,2000 sqft,3.0,2.0,2015.0,5720643
17855,Pune,800 sqft,2.0,2.0,2005.0,4739596
17856,Bangalore,,4.0,3.0,2008.0,5068495
17857,Gurgaon,1000 sqft,,1.0,2005.0,5807590
17858,Bangalore,,,1.0,2012.0,5228852
17859,Gurgaon,1000 sqft,4.0,1.0,2018.0,5406829
17860,Noida,1000 sqft,3.0,,2010.0,3346685
17861,Pune,1000 sqft,4.0,,1998.0,5127027
17862,Bangalore,1000 sqft,2.0,2.0,2015.0,6811682
17863,Pune,1000 sqft,,2.0,2008.0,4739111
17864,Noida,800 sqft,3.0,,2018.0,3245196
17865,Delhi,1200 sqft,3.0,2.0,2010.0,4322986
17866,Noida,NaN,2.0,1.0,1995.0,2746643
17867,Bangalore,,3.0,,2005.0,4792721
17868,Gurgaon,900sqft,2.0,3.0,2000.0,4998221
17869,Mumbai,1500sqft,3.0,2.0,,7694606
17870,Mumbai,1800 sqft,4.0,2.0,2012.0,8352671
17871,Bangalore,NaN,,,2010.0,5219429
17872,Gurgaon,,3.0,1.0,2005.0,3894766
17873,Noida,1200 sqft,1.0,1.0,1995.0,3421983
17874,Pune,1000 sqft,,1.0,2005.0,4709478
17875,Gurgaon,1800 sqft,2.0,3.0,1995.0,5689271
17876,Gurgaon,2000 sqft,,2.0,2005.0,5697246
17877,Pune,1200 sqft,3.0,1.0,2012.0,5104036
17878,Mumbai,1200 sqft,3.0,1.0,2018.0,8403760
17879,Delhi,NaN,3.0,1.0,2000.0,2821824
17880,Mumbai,NaN,4.0,3.0,2005.0,6248054
17881,Pune,2000 sqft,2.0,1.0,2018.0,4873997
17882,Bangalore,NaN,1.0,1.0,2010.0,4910754
17883,Bangalore,1000 sqft,2.0,2.0,2012.0,7167541
17884,Bangalore,,1.0,,2010.0,4938312
17885,Bangalore,,3.0,3.0,2005.0,4844684
17886,Pune,,2.0,3.0,1998.0,3709918
17887,Bangalore,,3.0,,2018.0,5012650
17888,Mumbai,800 sqft,,1.0,2015.0,7898392
17889,Delhi,1500sqft,1.0,1.0,2015.0,4001041
17890,Mumbai,,1.0,3.0,2008.0,6037013
17891,Gurgaon,900sqft,2.0,2.0,2012.0,4840836
17892,Pune,NaN,,,2015.0,3686949
17893,Mumbai,900sqft,2.0,2.0,2008.0,7334464
17894,Noida,800 sqft,,,1998.0,3281125
17895,Bangalore,800 sqft,2.0,,2010.0,6313960
17896,Pune,2000 sqft,2.0,3.0,2018.0,5001951
17897,Pune,800 sqft,2.0,2.0,1998.0,4339183
17898,Noida,800 sqft,3.0,2.0,1995.0,3252042
17899,Pune,,3.0,2.0,1995.0,3724576
17900,Gurgaon,1200 sqft,,1.0,2012.0,5478848
17901,Delhi,NaN,3.0,2.0,2010.0,2982520
17902,Delhi,1800 sqft,,3.0,,4314214
17903,Noida,2000 sqft,2.0,2.0,2000.0,3470509
17904,Mumbai,1200 sqft,2.0,3.0,1995.0,8386636
17905,Bangalore,NaN,1.0,1.0,2000.0,4913464
17906,Mumbai,1800 sqft,2.0,1.0,1998.0,8277115
17907,Mumbai,,2.0,1.0,2010.0,5952777
17908,Pune,NaN,4.0,3.0,2008.0,3254213
17909,Bangalore,1500sqft,3.0,,2000.0,6582929
17910,Noida,2000 sqft,3.0,3.0,2010.0,3650830
17911,Pune,NaN,2.0,1.0,1998.0,3735884
17912,Gurgaon,1800 sqft,2.0,1.0,2015.0,5701896
17913,Pune,1200 sqft,4.0,,2015.0,4865041
17914,Delhi,,1.0,,1998.0,2844113
17915,Pune,1200 sqft,2.0,2.0,,5134951
17916,Gurgaon,2000 sqft,,,,5691353
17917,Pune,800 sqft,3.0,1.0,2012.0,4423723
17918,Noida,NaN,,,2008.0,2418739
17919,Pune,,,2.0,2010.0,3423157
17920,Gurgaon,2000 sqft,1.0,1.0,2005.0,5758749
17921,Delhi,1000 sqft,2.0,,1998.0,4184532
17922,Noida,2000 sqft,3.0,,2015.0,3324123
17923,Gurgaon,1000 sqft,1.0,,2015.0,5734234
17924,Gurgaon,800 sqft,4.0,2.0,2015.0,5051894
17925,Noida,2000 sqft,4.0,3.0,1995.0,3295079
17926,Gurgaon,1800 sqft,3.0,2.0,2018.0,5525831
17927,Bangalore,800 sqft,1.0,3.0,1998.0,6716455
17928,Delhi,,2.0,2.0,1998.0,2823299
17929,Mumbai,,2.0,,2008.0,5933666
17930,Pune,900sqft,2.0,2.0,1998.0,4107771
17931,Gurgaon,800 sqft,3.0,1.0,2012.0,5122739
17932,Bangalore,1800 sqft,1.0,1.0,2005.0,6980606
17933,Mumbai,1200 sqft,3.0,1.0,2010.0,8548748
17934,Mumbai,NaN,3.0,2.0,2010.0,6002896
17935,Noida,1500sqft,2.0,1.0,2018.0,3013720
17936,Pune,1000 sqft,4.0,2.0,2010.0,5080884
17937,Delhi,2000 sqft,4.0,,2005.0,4264877
17938,Pune,900sqft,,,2018.0,4194445
17939,Pune,,3.0,1.0,1995.0,3470969
17940,Mumbai,900sqft,2.0,1.0,2012.0,7030102
17941,Gurgaon,NaN,2.0,1.0,2008.0,4055444
17942,Mumbai,,2.0,2.0,1998.0,6119859
17943,Delhi,2000 sqft,3.0,3.0,2012.0,3966897
17944,Mumbai,1200 sqft,1.0,1.0,2000.0,8262548
17945,Gurgaon,1200 sqft,4.0,,1998.0,5580422
17946,Bangalore,,2.0,,,4935220
17947,Delhi,,4.0,1.0,2010.0,3197550
17948,Gurgaon,2000 sqft,3.0,,1995.0,5723083
17949,Gurgaon,1800 sqft,,,2010.0,5363401
17950,Pune,2000 sqft,2.0,1.0,2005.0,4845524
17951,Gurgaon,1500sqft,3.0,2.0,2010.0,5311261
17952,Noida,1000 sqft,3.0,3.0,2018.0,3393443
17953,Gurgaon,NaN,2.0,,2010.0,3864501
17954,Bangalore,900sqft,3.0,,2000.0,6169535
17955,Pune,,3.0,1.0,2012.0,3414990
17956,Bangalore,900sqft,2.0,1.0,2000.0,6000669
17957,Noida,,2.0,,2000.0,2377951
17958,Pune,NaN,2.0,,,3470480
17959,Bangalore,800 sqft,3.0,1.0,2000.0,6640335
17960,Mumbai,1200 sqft,3.0,1.0,2008.0,8297894
17961,Delhi,NaN,,1.0,2015.0,3099904
17962,Delhi,,3.0,1.0,2018.0,3188754
17963,Noida,2000 sqft,3.0,2.0,1998.0,3504592
17964,Delhi,1200 sqft,3.0,3.0,1998.0,4138245
17965,Noida,,3.0,2.0,2008.0,2557106
17966,Bangalore,1800 sqft,3.0,,2008.0,6818791
17967,Pune,1800 sqft,3.0,,1995.0,4879100
17968,Bangalore,1800 sqft,4.0,,2005.0,7201121
17969,Gurgaon,800 sqft,3.0,,2018.0,5298289
17970,Delhi,900sqft,2.0,,1998.0,3358057
17971,Gurgaon,800 sqft,4.0,3.0,2018.0,5162676
17972,Gurgaon,1000 sqft,2.0,3.0,1995.0,5688385
17973,Gurgaon,1500sqft,3.0,3.0,2000.0,5130929
17974,Mumbai,900sqft,3.0,1.0,2010.0,7432808
17975,Delhi,1500sqft,,1.0,2000.0,3725882
17976,Bangalore,1800 sqft,1.0,1.0,1998.0,6760201
17977,Mumbai,1000 sqft,,2.0,1998.0,8354350
17978,Mumbai,NaN,2.0,1.0,2018.0,5789383
17979,Bangalore,,1.0,3.0,2012.0,5076742
17980,Noida,800 sqft,3.0,2.0,2015.0,3094799
17981,Delhi,1500sqft,,2.0,2012.0,3993348
17982,Pune,900sqft,,1.0,2000.0,4169143
17983,Bangalore,1500sqft,3.0,3.0,1998.0,6731457
17984,Delhi,1200 sqft,1.0,1.0,2005.0,4237239
17985,Delhi,,2.0,3.0,2015.0,2994476
17986,Noida,1000 sqft,4.0,2.0,2012.0,3258319
17987,Mumbai,1200 sqft,4.0,1.0,2015.0,8382345
17988,Bangalore,900sqft,4.0,,2015.0,6037361
17989,Pune,1000 sqft,2.0,2.0,2008.0,5067449
17990,Bangalore,1200 sqft,,,1998.0,7166958
17991,Delhi,NaN,4.0,,1995.0,3044878
17992,Pune,2000 sqft,3.0,,2008.0,4904235
17993,Bangalore,1500sqft,4.0,3.0,2012.0,6363587
17994,Noida,1200 sqft,2.0,,,3675871
17995,Delhi,1800 sqft,3.0,1.0,2005.0,3978504
17996,Gurgaon,2000 sqft,,3.0,2010.0,5351154
17997,Gurgaon,1800 sqft,2.0,1.0,2010.0,5537184
17998,Mumbai,900sqft,2.0,2.0,2015.0,7217362
17999,Delhi,800 sqft,2.0,2.0,2012.0,3770428
18000,Mumbai,900sqft,3.0,3.0,2018.0,7279584
18001,Mumbai,1200 sqft,1.0,1.0,2000.0,8232387
18002,Gurgaon,1800 sqft,3.0,2.0,,5560177
18003,Mumbai,900sqft,4.0,2.0,2008.0,7088414
18004,Pune,1800 sqft,,1.0,2018.0,4876812
18005,Pune,,,1.0,2018.0,3641068
18006,Pune,1200 sqft,3.0,,1995.0,5085165
18007,Bangalore,900sqft,2.0,,2015.0,6025853
18008,Mumbai,1800 sqft,3.0,,2000.0,8219826
18009,Pune,1500sqft,,,2005.0,4787710
18010,Pune,2000 sqft,3.0,3.0,2000.0,5099900
18011,Noida,,4.0,2.0,2005.0,2520684
18012,Gurgaon,1200 sqft,3.0,2.0,2012.0,5682435
18013,Bangalore,,2.0,3.0,2015.0,4884512
18014,Gurgaon,1500sqft,1.0,,2012.0,5134939
18015,Noida,1200 sqft,4.0,3.0,1998.0,3272950
18016,Noida,1200 sqft,3.0,,2015.0,3295166
18017,Delhi,1000 sqft,3.0,2.0,2000.0,4259210
18018,Pune,NaN,2.0,1.0,2008.0,3445910
18019,Delhi,1200 sqft,3.0,,2018.0,4025897
18020,Bangalore,2000 sqft,1.0,2.0,2010.0,7126859
18021,Bangalore,,4.0,,2005.0,5139107
18022,Delhi,900sqft,4.0,1.0,2005.0,3458290
18023,Pune,2000 sqft,,3.0,1995.0,4817776
18024,Gurgaon,1200 sqft,3.0,2.0,2008.0,5562145
18025,Noida,2000 sqft,1.0,1.0,1998.0,3468020
18026,Bangalore,1500sqft,4.0,1.0,1995.0,6606291
18027,Pune,1800 sqft,3.0,1.0,1998.0,4805629
18028,Gurgaon,NaN,2.0,2.0,2015.0,4097508
18029,Mumbai,,2.0,2.0,1998.0,5877805
18030,Pune,900sqft,3.0,2.0,1995.0,4146467
18031,Pune,1800 sqft,2.0,1.0,2015.0,5059998
18032,Noida,900sqft,1.0,1.0,2005.0,3021484
18033,Delhi,,1.0,1.0,2018.0,3196291
18034,Pune,,3.0,3.0,1995.0,3690822
18035,Noida,1500sqft,2.0,2.0,,3358633
18036,Noida,900sqft,4.0,1.0,2000.0,2769486
18037,Noida,1000 sqft,3.0,1.0,,3413452
18038,Bangalore,1200 sqft,3.0,3.0,1995.0,6773733
18039,Gurgaon,1000 sqft,4.0,,2008.0,5592757
18040,Gurgaon,1500sqft,,1.0,2005.0,5177314
18041,Noida,1000 sqft,1.0,,2000.0,3711328
18042,Delhi,1000 sqft,2.0,2.0,2015.0,4319661
18043,Delhi,800 sqft,3.0,2.0,2005.0,4134434
18044,Bangalore,1200 sqft,,1.0,1995.0,6891367
18045,Noida,2000 sqft,3.0,,2018.0,3442532
18046,Delhi,NaN,4.0,1.0,2000.0,2960974
18047,Pune,,,2.0,2005.0,3278749
18048,Gurgaon,1000 sqft,,2.0,2005.0,5526174
18049,Delhi,,,1.0,2010.0,2866052
18050,Noida,1000 sqft,1.0,,,3548341
18051,Gurgaon,900sqft,4.0,2.0,1998.0,4969695
18052,Delhi,800 sqft,2.0,,2015.0,3766551
18053,Pune,1200 sqft,2.0,1.0,2000.0,4785276
18054,Pune,1800 sqft,3.0,2.0,2012.0,4715430
18055,Noida,1200 sqft,4.0,3.0,1995.0,3251804
18056,Bangalore,2000 sqft,4.0,2.0,2005.0,6913263
18057,Delhi,2000 sqft,4.0,2.0,2018.0,4222285
18058,Noida,1500sqft,3.0,1.0,,3241965
18059,Delhi,1800 sqft,3.0,2.0,2012.0,4335213
18060,Noida,1500sqft,3.0,1.0,2018.0,3091546
18061,Bangalore,1200 sqft,3.0,1.0,2015.0,7223845
18062,Gurgaon,900sqft,2.0,2.0,2012.0,4634813
18063,Noida,1000 sqft,2.0,1.0,2012.0,3711689
18064,Bangalore,NaN,1.0,1.0,2015.0,4930910
18065,Delhi,,2.0,,2010.0,2973610
18066,Mumbai,1800 sqft,4.0,1.0,2015.0,8473475
18067,Noida,900sqft,3.0,3.0,2018.0,2817626
18068,Delhi,1500sqft,3.0,1.0,2005.0,4132687
18069,Mumbai,1800 sqft,2.0,3.0,2010.0,8247419
18070,Mumbai,2000 sqft,3.0,2.0,2015.0,8334454
18071,Bangalore,2000 sqft,3.0,,2005.0,7046107
18072,Noida,1000 sqft,4.0,1.0,2010.0,3305264
18073,Delhi,1500sqft,1.0,3.0,2005.0,3868410
18074,Delhi,,4.0,,2008.0,2860427
18075,Delhi,1000 sqft,1.0,2.0,2000.0,4368587
18076,Pune,1800 sqft,,2.0,2012.0,5061359
18077,Delhi,1500sqft,1.0,,1998.0,3990578
18078,Gurgaon,1000 sqft,2.0,1.0,,5412513
18079,Mumbai,NaN,2.0,1.0,1995.0,6115911
18080,Delhi,,4.0,2.0,2018.0,3119090
18081,Gurgaon,1200 sqft,,3.0,2015.0,5476070
18082,Bangalore,NaN,,,2015.0,5211629
18083,Gurgaon,1800 sqft,,1.0,2018.0,5689370
18084,Mumbai,800 sqft,2.0,,2010.0,7651431
18085,Noida,900sqft,,,2010.0,2880480
18086,Gurgaon,,1.0,1.0,2008.0,4099410
18087,Bangalore,1200 sqft,,2.0,2010.0,6986857
18088,Gurgaon,1200 sqft,3.0,1.0,2015.0,5506547
18089,Delhi,NaN,3.0,1.0,1995.0,3223327
18090,Delhi,900sqft,1.0,2.0,2008.0,3625703
18091,Pune,800 sqft,2.0,,1995.0,4791452
18092,Mumbai,,2.0,2.0,2018.0,5910618
